P12;label
824072;COLONIA BELGRANO
824079;CRISPI
824086;LANDETA
824093;LAS BANDURRIAS
824100;LAS PETACAS
824107;LOS CARDOS
824114;MARIA SUSANA
824121;PIAMONTE
824128;SAN MARTIN DE LAS ESCOBAS
824135;TRAILL
820329;CALCHAQUI
820336;VERA
824142;CAÑADA OMBU
824149;FORTIN OLMOS
824156;GARABATO
824163;GOLONDRINA
824170;INTIYACO
824177;LA GALLARETA
824184;LOS AMORES
824191;MARGARITA
824198;TARTAGAL
824205;TOBA
860000;ZONA RURAL
860007;PINTO (GOB.)
866007;MALBRAN
866308;ARGENTINA
866315;CASARES
860000;ZONA RURAL
860014;CAMPO GALLO
866014;SACHAYOJ
866322;DONADEU
866329;SANTOS LUGARES
860000;ZONA RURAL
860021;VILLA ATAMISQUI
866021;ESTACION ATAMISQUI
866028;MEDELLIN
860000;ZONA RURAL
860028;COLONIA DORA
866035;HERRERA
866042;ICAÑO
866049;LUGONES
866056;REAL SAYANA
866336;MAILIN
860000;ZONA RURAL
860035;CLODOMIRA
860042;LA BANDA
866063;ESTACION SIMBOLAR
866070;LOS QUIROGA
866343;ANTAJE
866350;ARDILES
866357;CAÑADA ESCOBAR
866364;CHAUPI POZO
866371;LA AURORA
866378;LA DARSENA
860000;ZONA RURAL
860049;BANDERA
866077;FORTIN INCA
866084;GUARDIA ESCOLTA
866385;CUATRO BOCAS
860000;ZONA RURAL
860056;SANTIAGO DEL ESTERO
866392;SAN PEDRO
866399;VILLA ZANJON
860000;ZONA RURAL
860063;MONTE QUEMADO
860070;PAMPA DE LOS GUANACOS
866091;LOS PIRPINTOS
866406;EL CABURE
866413;SAN JOSE DEL BOQUERON
866420;VILLA MATOQUE
860000;ZONA RURAL
860077;FRIAS
866098;CHOYA
866105;LAPRIDA
866112;TAPSO
866119;VILLA LA PUNTA
860000;ZONA RURAL
866126;BANDERA BAJADA
866133;LA CAÑADA
866427;COLONIA SAN JUAN
866434;LA INVERNADA
866441;VILLA FIGUEROA
860000;ZONA RURAL
860084;AÑATUYA
860091;LOS JURIES
866140;TOMAS YOUNG
866448;AVERIAS
866455;ESTACION TACAÑITAS
860000;ZONA RURAL
860098;SAN PEDRO DE GUASAYAN
866147;LAVALLE
866462;DOÑA LUISA
866469;GUAMPACHA
866476;VILLA GUASAYAN
860000;ZONA RURAL
860105;POZO HONDO
866154;BOBADAL
866161;EL CHARCO
866168;GRAMILLA
866483;EL ARENAL
860000;ZONA RURAL
860112;SUNCHO CORRAL
866175;MATARA
866182;VILELAS
866490;EL COLORADO
866497;EL CUADRADO
866504;POZO DEL TOBA
860000;ZONA RURAL
860119;LORETO
860000;ZONA RURAL
866189;VILLA UNION
860000;ZONA RURAL
860126;QUIMILI
860133;TINTINA
866196;WEISBURD
866511;LAS TINAJAS
866518;OTUMPA
866525;PATAY
860000;ZONA RURAL
860140;VILLA OJO DE AGUA
866203;SOL DE JULIO
860000;ZONA RURAL
860147;NUEVA ESPERANZA
866210;EL MOJON
866532;LAS DELICIAS
866539;POZO BETBEDER
866546;QUEBRACHO COTO
866553;RAPELLI
860000;ZONA RURAL
860154;SUMAMPA
866560;RAMIREZ DE VELAZCO
860000;ZONA RURAL
860161;TERMAS DE RIO HONDO
866161;EL CHARCO
866168;GRAMILLA
866217;LOS NUÑEZ
866224;VILLA RIO HONDO
866567;CHAUCHILLAS
866574;COLONIA TINCO
866581;POZUELOS
866588;VINARA
860000;ZONA RURAL
860168;SELVA
866231;COLONIA ALPINA
866238;PALO NEGRO
860000;ZONA RURAL
860175;BELTRAN
860182;FERNANDEZ
860189;INGENIERO FORRES
866245;COLONIA EL SIMBOLAR
866252;VILMER
866595;VILLA ROBLES
860000;ZONA RURAL
860196;LOS TELARES
866259;CHILCA JULIANA
866266;VILLA SALAVINA
866602;SABAGASTA
860000;ZONA RURAL
866273;BREA POZO
866280;TABOADA
866609;ESTACION ROBLES
860000;ZONA RURAL
866287;GARZA
860000;ZONA RURAL
866294;ARRAGA
866301;NUEVA FRANCIA
866616;MANOGASTA
866623;VILLA SILIPICA
900007;BURRUYACU
908007;7 DE ABRIL
908014;EL CHAÑAR
908021;EL NARANJO Y EL SUNCHAL
908028;EL PUESTITO
908035;EL TIMBO
908042;GARMENDIA
908049;PIEDRABUENA
908056;LA RAMADA Y LA CRUZ
908063;BENJAMIN ARAOZ  Y EL TAJAMAR
908070;VILLA PADRE MONTI
900000;ZONA RURAL
900021;ALDERETES
900028;BANDA DEL RIO SALI
908077;COLOMBRES
908084;DELFIN GALLO
908091;EL BRACHO Y EL CEVILAR
908098;EL NARANJITO
908105;LA FLORIDA Y LUISIANA
908112;LAS CEJAS
908119;LOS BULACIO Y LOS VILLAGRA
908126;LOS PEREYRA
908133;LOS PEREZ
908140;LOS RALOS
908147;RANCHILLOS Y SAN MIGUEL
908154;SAN ANDRES
900035;CONCEPCION
908161;ALPACHIRI Y EL MOLINO
908168;ALTO VERDE Y LOS GUCHEA
908175;ARCADIA
908182;GASTONA Y BELICHA
908189;LA TRINIDAD
908196;MEDINA
900042;FAMAILLA
900049;GRANEROS
908203;LAMADRID
908210;TACO RALO
900000;ZONA RURAL
900056;JUAN BAUTISTA ALBERDI
908217;ESCABA
908224;VILLA BELGRANO
900000;ZONA RURAL
900063;LA COCHA
908231;EL SACRIFICIO
908238;HUASA PAMPA
908245;RUMI PUNCO
908252;SAN IGNACIO
908259;SAN JOSE DE LA COCHA
908266;YANIMA
900000;ZONA RURAL
900070;BELLA VISTA
908273;AGUA DULCE Y LA SOLEDAD
908280;EL MOJON
908287;ESQUINA Y MANCOPA
908294;ESTACION ARAOZ Y TACANAS
908301;LAS TALAS
908308;LOS GOMEZ
908315;LOS PUESTOS
908322;MANUEL GARCIA FERNÁNDEZ
908329;QUILMES Y LOS SUELDOS
908336;RIO COLORADO
908343;SANTA ROSA DE LEALES Y LAGUNA BLAN
908350;LEALES
900000;ZONA RURAL
900077;LULES
908357;EL MANANTIAL
908364;SAN FELIPE Y SANTA BARBARA
908371;SAN PABLO Y VILLA NOUGUES
900084;MONTEROS
908378;ACHERAL
908385;AMBERES
908392;CAPITAN CACERES
908399;EL CERCADO
908406;LEON ROUGES Y STA. ROSA
908413;LOS SOSA
908420;RIO SECO
908427;SANTA LUCIA
908434;SARGENTO MOYA
908441;SOLDADO MALDONADO
908448;TENIENTE BERDINA
908455;VILLA QUINTEROS
900000;ZONA RURAL
900091;AGUILARES
908462;EL POLEAR
908469;LOS SARMIENTOS Y LA TIPA
908476;MONTE BELLO
908483;SANTA ANA
900014;SAN MIGUEL DE TUCUMAN
900098;SIMOCA
908490;ATAHONA
908497;BUENA VISTA
908504;CIUDACITA
908511;MANUELA PEDRAZA
908518;MONTEAGUDO
908525;PAMPA MAYO
908532;RIO CHICO Y NUEVA TRINIDAD
908539;SAN PEDRO Y SAN ANTONIO
908546;SANTA CRUZ Y LA TUNA
908553;CHICLIGASTA
908560;YERBA BUENA (SIMOCA)
900000;ZONA RURAL
900105;TAFI DEL VALLE
908567;AMAICHA DEL VALLE
908574;COLALAO DEL VALLE
908581;EL MOLLAR
900112;LAS TALITAS
900119;TAFI VIEJO
908588;RACO
908595;ANCAJULI
908602;EL CADILLAL
908609;LA ESPERANZA
908616;LOS NOGALES
900126;TRANCAS
908623;CHOROMORO
908630;SAN PEDRO DE COLALAO
908637;TAPIA
900133;YERBA BUENA
908644;CEVIL REDONDO
908651;SAN JAVIER
940000;ZONA RURAL
940007;RIO GRANDE
942007;TOLHUIN
940000;ZONA RURAL
940014;USHUAIA
940000;ZONA RURAL
940000;ZONA RURAL
64427;LA MATANZA
142966;PLAZA LUXARDO
142938;COLONIA ITURRASPE
380134;FRAILE PINTADO
420133;GENERAL ACHA
1000001;MISSING
1000000;NOTAPPLICABLE
